crepe_prefix,crepe_basename,parameter_count,dataset_name,AUROC,AUPRC,r-prec,mut_pos_ll,sub_acc,base_ll,overlap,residual
../../thrifty-models/models/ThriftyHumV0.2-20,ThriftyHumV0.2-20,5931,val_curatedShmoofNotbigNoN_all,0.7974209181178784,0.0949011605163501,0.0459035657672661,-0.0554173167947563,0.5696230403382068,-0.9390256367008688,0.9369354265528748,0.0182030445796033
../train/fixed_models/s5f,s5f,5125,val_curatedShmoofNotbigNoN_all,0.7746762220111242,0.0697503583034661,0.0289824014428451,-0.0578151422879811,0.5140479126299101,-1.0276883644104118,0.9088982295834336,0.0280989629279382
../../thrifty-models/models/ThriftyHumV0.2-59,ThriftyHumV0.2-59,2057,val_curatedShmoofNotbigNoN_all,0.7956605597752593,0.094116432185064,0.0455010894584928,-0.0554642583495487,0.5548705302096177,-0.9654393269037695,0.938230461836342,0.018106159866494
../../thrifty-models/models/ThriftyHumV0.2-45,ThriftyHumV0.2-45,4539,val_curatedShmoofNotbigNoN_all,0.7959776273335767,0.0943446970234235,0.045594230465523,-0.0555080327197985,0.5653073806587987,-0.9417585645568126,0.935525556694868,0.0184746731502414
../train/trained_models/rsshmoof-shmoof_notbig-simple-0,rsshmoof-shmoof_notbig-simple-0,4600,val_curatedShmoofNotbigNoN_all,0.778742148845934,0.0775586475532713,0.0385380384809405,-0.0588693258089352,0.5515897481063943,-0.961633579255078,0.8145796212615227,0.0459779566883761
