branch_length,mut_freq
0.006580281,0.0068259384
0.01395371,0.013651877
0.0064954767,0.0068259384
0.003258886,0.0034129692
0.0033317949,0.0034129692
0.0109467115,0.010676157
0.00381996,0.0035587188
0.0036678119,0.0035587188
0.0036859934,0.0035587188
0.003901531,0.0035587188
0.003827824,0.0035587188
0.0036460273,0.0035587188
0.0036481332,0.0035587188
0.0077137495,0.0071174377
0.065639086,0.06329114
0.008202982,0.008438818
0.004104191,0.004219409
0.0041004606,0.004219409
0.06393737,0.06329114
0.0036344633,0.0035211267
0.0072722547,0.0070422534
0.010845775,0.01056338
0.01091257,0.01056338
0.003638193,0.0035211267
0.0029178844,0.0031152647
0.012137851,0.012461059
0.0061224685,0.0062305294
0.0029085716,0.0031152647
0.003063667,0.0031152647
0.039018568,0.040498443
0.0064438162,0.006430868
0.0032346046,0.003215434
0.015189151,0.01607717
0.03633506,0.035369776
0.0032364514,0.003215434
0.0032333587,0.003215434
0.0032216301,0.003215434
0.019079775,0.019292604
0.0032676153,0.003215434
0.018195277,0.019292604
0.00969425,0.009646302
0.0059882896,0.006430868
0.0029783035,0.003215434
0.0029577285,0.003215434
0.0029584167,0.003215434
0.003527295,0.003508772
0.0035344153,0.003508772
0.060498673,0.056140352
0.0072118742,0.007017544
0.0035332863,0.003508772
0.007440112,0.007017544
0.0035375091,0.003508772
0.007068834,0.007017544
0.003531799,0.003508772
0.011171152,0.010526316
0.0037522588,0.003508772
0.0074927467,0.007017544
0.03697032,0.037162162
0.003268622,0.0033783785
0.0034836351,0.0033783785
0.0033212577,0.0033783785
0.0033209282,0.0033783785
0.010000643,0.010135135
0.009938439,0.010135135
0.0032646563,0.0033783785
0.0035961582,0.0034482758
0.0035957124,0.0034482758
0.0035942965,0.0034482758
0.0035961051,0.0034482758
0.0071761473,0.0068965517
0.0037415924,0.0032573289
0.0037362475,0.0032573289
0.00373942,0.0032573289
0.028346878,0.026058631
0.0070859576,0.0065146578
0.003739099,0.0032573289
0.014772186,0.014814815
0.0036248956,0.0037037036
0.014865359,0.014814815
0.0036233333,0.0037037036
0.003629036,0.0037037036
0.007395185,0.0074074073
0.017765082,0.018518519
0.0031947717,0.003125
0.0032765744,0.003125
0.0030979852,0.003125
0.006193802,0.00625
0.0031949012,0.003125
0.018795343,0.01875
0.028198387,0.028125
0.0033575853,0.0034129692
0.0033602328,0.0034129692
0.0033578929,0.0034129692
0.023224395,0.023890786
0.054937866,0.054607507
0.003472997,0.0034013605
0.0035497937,0.0034013605
0.0069345566,0.006802721
0.0034791497,0.0034013605
0.014814234,0.013605442
0.0034782174,0.0034013605
0.0032698691,0.0034013605
0.0031853467,0.0034013605
0.016078653,0.017006803
0.0063695116,0.006802721
0.0065403,0.006802721
0.0032682668,0.0034013605
0.006171241,0.006802721
0.0061674723,0.006802721
0.0065406645,0.006802721
0.006540035,0.006802721
0.0040480536,0.0036630037
0.0037624156,0.0036630037
0.0039574816,0.0036630037
0.0038429634,0.0036630037
0.0038427361,0.0036630037
0.0040138117,0.0036630037
0.00384145,0.0036630037
0.0039474326,0.003533569
0.003963682,0.003533569
0.00756685,0.007067138
0.0040256977,0.003533569
0.0039630258,0.003533569
0.008058005,0.007067138
0.0038118118,0.003533569
0.0038104707,0.003533569
0.011418631,0.010600707
0.0032648712,0.0032467532
0.032386243,0.032467533
0.0031825076,0.0032467532
0.034171395,0.032467533
0.003379699,0.0032467532
0.006555627,0.0064935065
0.012560022,0.012987013
0.0032779058,0.0032467532
0.0032842562,0.0032467532
0.015795544,0.01724138
0.003274622,0.0034482758
0.0032420785,0.0034482758
0.0032435288,0.0034482758
0.00324332,0.0034482758
0.0031163082,0.0034482758
0.006288287,0.006557377
0.0032876031,0.0032786885
0.006419181,0.006557377
0.003287258,0.0032786885
0.0065576625,0.006557377
0.0063775685,0.006557377
0.019993873,0.01980198
0.0031143443,0.0033003301
0.016226973,0.01650165
0.0031147082,0.0033003301
0.003154253,0.0033003301
0.0031161448,0.0033003301
0.0031162428,0.0033003301
0.06288631,0.06535948
0.02045229,0.019607844
0.0031946772,0.003267974
0.016967563,0.01633987
0.0105057815,0.009803922
0.009855583,0.009803922
0.006556793,0.006535948
0.023743283,0.022875817
0.028449304,0.026143791
0.06177004,0.06535948
0.0030638175,0.0030959751
0.0030456958,0.0030959751
0.024369156,0.024767801
0.017968664,0.01857585
0.006091104,0.0061919503
0.0029733186,0.0030959751
0.011679015,0.012383901
0.009026384,0.009287925
0.006280074,0.0061919503
0.0033673514,0.0033557047
0.027679114,0.026845638
0.016838925,0.016778523
0.006736524,0.0067114094
0.003541744,0.0033557047
0.0034968678,0.0033783785
0.003498594,0.0033783785
0.049522888,0.04391892
0.010209619,0.010135135
0.0068025836,0.006756757
0.0037736688,0.0034246575
0.0075549707,0.006849315
0.0038365459,0.0034246575
0.0038378614,0.0034246575
0.0036852306,0.0034246575
0.0036902984,0.0034246575
0.011524383,0.0102739725
0.006599732,0.00591716
0.0072068865,0.00591716
0.0067666443,0.00591716
0.0072211516,0.00591716
0.006754852,0.00591716
0.0034891928,0.0034482758
0.0072721713,0.0068965517
0.0034002638,0.0034482758
0.0034011556,0.0034482758
0.0033998278,0.0034482758
0.0034111866,0.0034482758
0.0034863057,0.0034482758
0.010112628,0.009771987
0.0067320475,0.0065146578
0.03239223,0.029315962
0.010059446,0.009771987
0.013686092,0.0130293155
0.010310764,0.009771987
0.026377507,0.026058631
0.010516453,0.009771987
0.055670127,0.052117262
0.010399886,0.009771987
0.12766604,0.110749185
0.035244673,0.03257329
0.0035832417,0.0032573289
0.04159779,0.039087947
0.007120465,0.0065146578
0.082232125,0.07491857
0.0034575309,0.0032573289
0.028904703,0.026058631
0.014224805,0.0130293155
0.0035258506,0.0032573289
0.0035260154,0.0032573289
0.010354348,0.009771987
0.038160767,0.03257329
0.010473181,0.009771987
0.01844289,0.016286645
0.018695153,0.016286645
0.010417521,0.009771987
0.05910007,0.052117262
0.07212497,0.06944445
0.05975897,0.052083332
0.003954635,0.0034722222
0.004117018,0.0034722222
0.004114859,0.0034722222
0.0041167177,0.0034722222
0.045873433,0.045138888
0.06669722,0.066246055
0.0030688385,0.0031545742
0.003073768,0.0031545742
0.0032469565,0.0031545742
0.003073554,0.0031545742
0.0835864,0.07886435
0.009596397,0.01010101
0.006539286,0.0067340066
0.006544402,0.0067340066
0.003367719,0.0033670033
0.0032287613,0.0033670033
0.0032254974,0.0033670033
0.0033061376,0.0033670033
0.0031618108,0.0033670033
0.003367581,0.0033670033
0.009451714,0.01010101
0.006280005,0.0067340066
0.009187916,0.01010101
0.0032374484,0.0030959751
0.0030748427,0.0030959751
0.016506918,0.015479876
0.0030744087,0.0030959751
0.012912231,0.012383901
0.015951335,0.015479876
0.006154775,0.0061919503
0.003074784,0.0030959751
0.0061532347,0.0061919503
0.0035214585,0.0033783785
0.0036366684,0.0033783785
0.0035210925,0.0033783785
0.0035232592,0.0033783785
0.017736768,0.016891891
