branch_length,mut_freq
0.006097621,0.0068259384
0.012248853,0.013651877
0.0060447706,0.0068259384
0.0030275297,0.0034129692
0.003021043,0.0034129692
0.009383245,0.010676157
0.0031251172,0.0035587188
0.003085693,0.0035587188
0.0030879804,0.0035587188
0.0030803417,0.0035587188
0.003080591,0.0035587188
0.0030828903,0.0035587188
0.0030877546,0.0035587188
0.006251842,0.0071174377
0.056506477,0.06329114
0.0073752194,0.008438818
0.003689003,0.004219409
0.0036887368,0.004219409
0.05729502,0.06329114
0.0029359139,0.0035211267
0.0058735465,0.0070422534
0.008844209,0.01056338
0.0088168895,0.01056338
0.0029373756,0.0035211267
0.0023009803,0.0031152647
0.00925432,0.012461059
0.0045980588,0.0062305294
0.0023038753,0.0031152647
0.0022996857,0.0031152647
0.030986542,0.040498443
0.0048472355,0.006430868
0.0024280767,0.003215434
0.012227937,0.01607717
0.027165104,0.035369776
0.0024300166,0.003215434
0.0024275065,0.003215434
0.0024275929,0.003215434
0.014704657,0.019292604
0.0024862622,0.003215434
0.014909178,0.019292604
0.007412993,0.009646302
0.004848961,0.006430868
0.0024110528,0.003215434
0.0024141083,0.003215434
0.0024122575,0.003215434
0.0028993096,0.003508772
0.0029138646,0.003508772
0.04727448,0.056140352
0.0058251894,0.007017544
0.00291254,0.003508772
0.005829863,0.007017544
0.0029190427,0.003508772
0.005822609,0.007017544
0.0029097726,0.003508772
0.008743499,0.010526316
0.002889951,0.003508772
0.0057513616,0.007017544
0.030941416,0.037162162
0.0028898458,0.0033783785
0.002904591,0.0033783785
0.0028932972,0.0033783785
0.0028876346,0.0033783785
0.008710174,0.010135135
0.008121525,0.010135135
0.0028260243,0.0033783785
0.003155125,0.0034482758
0.0031530447,0.0034482758
0.0031563062,0.0034482758
0.0031550904,0.0034482758
0.006334787,0.0068965517
0.0029971183,0.0032573289
0.0029900474,0.0032573289
0.002949997,0.0032573289
0.024118137,0.026058631
0.0060315966,0.0065146578
0.002994281,0.0032573289
0.0131462645,0.014814815
0.003179132,0.0037037036
0.012843329,0.014814815
0.0031762929,0.0037037036
0.003181291,0.0037037036
0.006370273,0.0074074073
0.016305022,0.018518519
0.0026948545,0.003125
0.0026922214,0.003125
0.0026982008,0.003125
0.0053935484,0.00625
0.0026947374,0.003125
0.016264327,0.01875
0.024328332,0.028125
0.0026141976,0.0034129692
0.002616934,0.0034129692
0.0026147214,0.0034129692
0.018470472,0.023890786
0.042924788,0.054607507
0.003020929,0.0034013605
0.0030148763,0.0034013605
0.006026214,0.006802721
0.0030092364,0.0034013605
0.01212233,0.013605442
0.0030095985,0.0034013605
0.0023432702,0.0034013605
0.0023448023,0.0034013605
0.01180863,0.017006803
0.004687882,0.006802721
0.0046839537,0.006802721
0.0023393435,0.0034013605
0.00469162,0.006802721
0.0046835514,0.006802721
0.0046814373,0.006802721
0.0046839057,0.006802721
0.0031240676,0.0036630037
0.003092084,0.0036630037
0.0030644184,0.0036630037
0.0031201153,0.0036630037
0.0031140544,0.0036630037
0.003109274,0.0036630037
0.0031129566,0.0036630037
0.0033083712,0.003533569
0.0033049707,0.003533569
0.0065513006,0.007067138
0.003273667,0.003533569
0.0032752622,0.003533569
0.0065641,0.007067138
0.0032991006,0.003533569
0.0032978049,0.003533569
0.009948666,0.010600707
0.0026650412,0.0032467532
0.02704725,0.032467533
0.0026652003,0.0032467532
0.027302794,0.032467533
0.0026690485,0.0032467532
0.0053269668,0.0064935065
0.010725577,0.012987013
0.0026625474,0.0032467532
0.002668023,0.0032467532
0.013777801,0.01724138
0.0028100715,0.0034482758
0.0028308728,0.0034482758
0.0028310711,0.0034482758
0.0028316854,0.0034482758
0.002813134,0.0034482758
0.0053225537,0.006557377
0.0026631162,0.0032786885
0.005345874,0.006557377
0.0026629488,0.0032786885
0.0053392467,0.006557377
0.005352717,0.006557377
0.014577618,0.01980198
0.0024129197,0.0033003301
0.012259355,0.01650165
0.0024101983,0.0033003301
0.002413883,0.0033003301
0.002411959,0.0033003301
0.002412787,0.0033003301
0.046527497,0.06535948
0.016378833,0.019607844
0.0026865094,0.003267974
0.013612431,0.01633987
0.008147602,0.009803922
0.008087318,0.009803922
0.0053800303,0.006535948
0.019516448,0.022875817
0.023341127,0.026143791
0.048249044,0.06535948
0.0022914151,0.0030959751
0.0023184563,0.0030959751
0.018450286,0.024767801
0.013917667,0.01857585
0.004637913,0.0061919503
0.0023133403,0.0030959751
0.009315533,0.012383901
0.0069258944,0.009287925
0.004712654,0.0061919503
0.0028001105,0.0033557047
0.02283511,0.026845638
0.014162641,0.016778523
0.005549363,0.0067114094
0.0028014656,0.0033557047
0.0028493346,0.0033783785
0.0028545326,0.0033783785
0.0401114,0.04391892
0.008568055,0.010135135
0.0057133115,0.006756757
0.0033126413,0.0034246575
0.0064493967,0.006849315
0.0032160387,0.0034246575
0.003218515,0.0034246575
0.003226289,0.0034246575
0.0032305382,0.0034246575
0.009678073,0.0102739725
0.006456482,0.00591716
0.0066080606,0.00591716
0.0065860925,0.00591716
0.0066235317,0.00591716
0.006546038,0.00591716
0.003051173,0.0034482758
0.006053436,0.0068965517
0.003024271,0.0034482758
0.0030278373,0.0034482758
0.0030251879,0.0034482758
0.0030269513,0.0034482758
0.0030490435,0.0034482758
0.008668358,0.009771987
0.005885095,0.0065146578
0.027117668,0.029315962
0.009096088,0.009771987
0.011962897,0.0130293155
0.008970812,0.009771987
0.024202364,0.026058631
0.0089643635,0.009771987
0.049684674,0.052117262
0.008911603,0.009771987
0.11037548,0.110749185
0.0308846,0.03257329
0.0029421225,0.0032573289
0.036828388,0.039087947
0.0063273986,0.0065146578
0.07645976,0.07491857
0.0030365416,0.0032573289
0.02506674,0.026058631
0.012735046,0.0130293155
0.0032033462,0.0032573289
0.003204133,0.0032573289
0.009492175,0.009771987
0.031522416,0.03257329
0.009707779,0.009771987
0.016363231,0.016286645
0.015544952,0.016286645
0.00904597,0.009771987
0.046951592,0.052117262
0.06299649,0.06944445
0.05194558,0.052083332
0.0036262753,0.0034722222
0.0036257806,0.0034722222
0.003625283,0.0034722222
0.0036291229,0.0034722222
0.038851567,0.045138888
0.057379697,0.066246055
0.002730242,0.0031545742
0.0027767147,0.0031545742
0.0027829735,0.0031545742
0.0027781022,0.0031545742
0.06984785,0.07886435
0.0075698323,0.01010101
0.0050428943,0.0067340066
0.0052042264,0.0067340066
0.0025472117,0.0033670033
0.0025454767,0.0033670033
0.002512784,0.0033670033
0.002507952,0.0033670033
0.0025420757,0.0033670033
0.0025442017,0.0033670033
0.007619443,0.01010101
0.005183718,0.0067340066
0.007564847,0.01010101
0.002522221,0.0030959751
0.002493471,0.0030959751
0.012583564,0.015479876
0.0024931317,0.0030959751
0.010076524,0.012383901
0.012624013,0.015479876
0.0050275293,0.0061919503
0.0024943266,0.0030959751
0.0049906285,0.0061919503
0.0030224845,0.0033783785
0.0030288887,0.0033783785
0.0030208172,0.0033783785
0.0030226107,0.0033783785
0.015496434,0.016891891
0.0033391218,0.0038314175
0.0032777814,0.0038314175
0.0032747404,0.0038314175
0.0032798422,0.0038314175
0.010241395,0.010416667
0.0033539063,0.0034722222
0.013649444,0.013888889
0.003405418,0.0034722222
0.0033531534,0.0034722222
0.002700804,0.0032467532
0.0026893707,0.0032467532
0.0026879113,0.0032467532
0.0053904345,0.0064935065
0.010797201,0.012987013
0.002791364,0.0031847134
0.0056063808,0.006369427
0.0056372276,0.006369427
0.008474346,0.00955414
0.0056286873,0.006369427
0.019804562,0.022292994
0.0029015078,0.0031847134
0.011232705,0.012738854
0.008579689,0.00955414
0.0028363306,0.0034843206
0.0028251933,0.0034843206
0.0028238825,0.0034843206
0.0028275046,0.0034843206
0.0028338237,0.0034843206
0.081455365,0.0927835
0.054845013,0.0652921
0.0031139557,0.0034364262
0.0031148107,0.0034364262
0.0062272283,0.0068728523
0.0031108442,0.0034364262
0.0041143964,0.0050251256
0.0041218693,0.0050251256
0.004129544,0.0050251256
0.004127568,0.0050251256
0.004216253,0.0050251256
0.0041199517,0.0050251256
0.0041281804,0.0050251256
0.0041635386,0.0050251256
0.0042240145,0.0050251256
0.008258641,0.010050251
0.012372924,0.015075377
0.004129819,0.0050251256
0.0041298834,0.0050251256
0.004120862,0.0050251256
