branch_length,mut_freq
0.02693653,0.0068259384
0.053903848,0.013651877
0.026630754,0.0068259384
0.013345041,0.0034129692
0.013303142,0.0034129692
0.045382172,0.010676157
0.015115839,0.0035587188
0.014907382,0.0035587188
0.015036194,0.0035587188
0.015015842,0.0035587188
0.015021123,0.0035587188
0.015033979,0.0035587188
0.015056389,0.0035587188
0.030136691,0.0071174377
0.2825402,0.06329114
0.036383282,0.008438818
0.018264962,0.004219409
0.018202903,0.004219409
0.28693572,0.06329114
0.015014967,0.0035211267
0.03000789,0.0070422534
0.045061246,0.01056338
0.045030385,0.01056338
0.01500107,0.0035211267
0.012304694,0.0031152647
0.049610995,0.012461059
0.024538118,0.0062305294
0.012411615,0.0031152647
0.012403174,0.0031152647
0.16882285,0.040498443
0.02574624,0.006430868
0.012918954,0.003215434
0.06526415,0.01607717
0.1444394,0.035369776
0.012939481,0.003215434
0.012923025,0.003215434
0.012906337,0.003215434
0.07857912,0.019292604
0.013181012,0.003215434
0.07833084,0.019292604
0.038696297,0.009646302
0.025668427,0.006430868
0.012796727,0.003215434
0.012807043,0.003215434
0.012804824,0.003215434
0.013901832,0.003508772
0.013962691,0.003508772
0.23077375,0.056140352
0.027917115,0.007017544
0.013962685,0.003508772
0.027952952,0.007017544
0.013993196,0.003508772
0.027915645,0.007017544
0.013950819,0.003508772
0.041921448,0.010526316
0.013936905,0.003508772
0.02787001,0.007017544
0.1592109,0.037162162
0.01387998,0.0033783785
0.014126322,0.0033783785
0.013874362,0.0033783785
0.014021373,0.0033783785
0.042111762,0.010135135
0.04261482,0.010135135
0.0141779985,0.0033783785
0.014506745,0.0034482758
0.014495345,0.0034482758
0.014511238,0.0034482758
0.014518248,0.0034482758
0.029096447,0.0068965517
0.01397158,0.0032573289
0.013888647,0.0032573289
0.013786357,0.0032573289
0.11092086,0.026058631
0.027803823,0.0065146578
0.013787405,0.0032573289
0.059283722,0.014814815
0.014212691,0.0037037036
0.057310894,0.014814815
0.014197256,0.0037037036
0.014396502,0.0037037036
0.028494248,0.0074074073
0.072366506,0.018518519
0.012783499,0.003125
0.012780293,0.003125
0.012795888,0.003125
0.02557421,0.00625
0.012782193,0.003125
0.077137925,0.01875
0.11566735,0.028125
0.013188385,0.0034129692
0.0131977545,0.0034129692
0.013187488,0.0034129692
0.09311375,0.023890786
0.21638389,0.054607507
0.013902426,0.0034013605
0.01383156,0.0034013605
0.027633317,0.006802721
0.01380001,0.0034013605
0.0554415,0.013605442
0.013794793,0.0034013605
0.012477834,0.0034013605
0.012497369,0.0034013605
0.062903635,0.017006803
0.024989558,0.006802721
0.024957746,0.006802721
0.012470841,0.0034013605
0.024999576,0.006802721
0.024972258,0.006802721
0.024955606,0.006802721
0.024975836,0.006802721
0.015415312,0.0036630037
0.015317469,0.0036630037
0.015330382,0.0036630037
0.01537929,0.0036630037
0.015342843,0.0036630037
0.01532591,0.0036630037
0.015332251,0.0036630037
0.014824886,0.003533569
0.014739558,0.003533569
0.029440107,0.007067138
0.01473178,0.003533569
0.014701703,0.003533569
0.029455675,0.007067138
0.01472293,0.003533569
0.014732845,0.003533569
0.044545956,0.010600707
0.013129034,0.0032467532
0.13437779,0.032467533
0.013231889,0.0032467532
0.13443778,0.032467533
0.013106977,0.0032467532
0.026122918,0.0064935065
0.053022362,0.012987013
0.013192987,0.0032467532
0.013225588,0.0032467532
0.065886214,0.01724138
0.012919172,0.0034482758
0.012853156,0.0034482758
0.0128646875,0.0034482758
0.012854466,0.0034482758
0.012936817,0.0034482758
0.027215244,0.006557377
0.013555804,0.0032786885
0.027153855,0.006557377
0.013549965,0.0032786885
0.027171092,0.006557377
0.027263068,0.006557377
0.077749275,0.01980198
0.01289111,0.0033003301
0.06497611,0.01650165
0.012888334,0.0033003301
0.012913222,0.0033003301
0.012896787,0.0033003301
0.012895561,0.0033003301
0.25963733,0.06535948
0.080632776,0.019607844
0.012840772,0.003267974
0.065040015,0.01633987
0.039456863,0.009803922
0.03875426,0.009803922
